site,year,month,day,T2M_MAX,T2M_MIN,PRECTOTCORR
Rome,2021,6,21,30.95,21.16,0.06
Rome,2021,6,22,32.4,19.76,0
Rome,2021,6,23,32.24,22.7,0.07
Rome,2021,6,24,29.37,21.33,8.26
Rome,2021,6,25,30.93,19.81,0.04
Rome,2021,6,26,32.13,19.15,0
Rome,2021,6,27,32.49,20.15,0
Rome,2021,6,28,34.94,21.13,0
Rome,2021,6,29,31.33,19.8,0
Rome,2021,6,30,30.35,19.68,0
Rome,2021,7,1,29.26,18.92,0
Rome,2021,7,2,31.12,18.24,0
Rome,2021,7,3,31.98,19.55,0
Rome,2021,7,4,30.61,19.11,0.09
Rome,2021,7,5,32.35,19.75,0
Rome,2021,7,6,33.67,21.29,0
Rome,2021,7,7,34.05,21.02,0
Rome,2021,7,8,31.57,22.82,0.09
Rome,2021,7,9,32.46,21.12,0.04
Rome,2021,7,10,32.99,19.51,0
Rome,2021,7,11,32.42,20.08,0
Rome,2021,7,12,32.84,20.12,0.03
Rome,2021,7,13,30.34,21.35,0.22
Rome,2021,7,14,27.12,17.3,0.01
Rome,2021,7,15,27.53,17.48,0.08
Rome,2021,7,16,26.1,18.25,6.03
Rome,2021,7,17,25.19,17.74,3.75
Rome,2021,7,18,30.84,18.8,0.76
Rome,2021,7,19,32.71,20.01,0.3
Rome,2021,7,20,33.83,20.15,0.03
Rome,2021,7,21,34.86,21.4,0.14
Rome,2021,7,22,34.82,22.2,0.43
Rome,2021,7,23,33.73,21.56,0.05
Rome,2021,7,24,33.62,21.31,0.02
Rome,2021,7,25,33.01,22.22,0.01
Rome,2021,7,26,33.37,22.9,0.22
Rome,2021,7,27,33.22,22.69,0.02
Rome,2021,7,28,34.44,20.73,0
Rome,2021,7,29,34.64,21.13,0
Rome,2021,7,30,36.53,21.69,0
Rome,2021,7,31,34.57,22.32,0.01
Rome,2021,8,1,32.55,22.05,0
Rome,2021,8,2,30.33,20.03,0
Rome,2021,8,3,29.19,20.48,0.01
Rome,2021,8,4,34.08,19.85,0.11
Rome,2021,8,5,29,21.13,0.1
Rome,2021,8,6,30.73,19.87,0
Rome,2021,8,7,33.22,20.18,0.29
Rome,2021,8,8,33.54,22.62,0.04
Rome,2021,8,9,33.19,21.71,0.08
Rome,2021,8,10,34.65,23.85,0.02
Rome,2021,8,11,37.78,25.66,0.02
Rome,2021,8,12,38.8,25.24,0
Rome,2021,8,13,37.9,25.68,0.46
Rome,2021,8,14,38.16,26.08,0
Rome,2021,8,15,37.41,25.69,0
Rome,2021,8,16,34.13,22.74,0.05
Rome,2021,8,17,33.18,22.99,0.02
Rome,2021,8,18,32.8,22.32,0.66
Rome,2021,8,19,31.73,22.57,0.54
Rome,2021,8,20,31.83,21.9,0.91
Rome,2021,8,21,34.31,21.56,0.06
Rome,2021,8,22,34.35,21.23,0.01
Rome,2021,8,23,31,20.64,0.35
Rome,2021,8,24,31.51,20.65,1.12
Rome,2021,8,25,31.75,21.88,0.5
Rome,2021,8,26,30.25,20.8,1.24
Rome,2021,8,27,29.33,19.25,0.12
Rome,2021,8,28,28.72,19.21,1.33
Rome,2021,8,29,29.21,16.38,0
Rome,2021,8,30,29.4,15.51,0
Rome,2021,8,31,29.15,16.8,0.11
Rome,2021,9,1,31.53,18.49,0.11
Rome,2021,9,2,31.4,18.23,0
Rome,2021,9,3,29.25,20.05,0.07
Rome,2021,9,4,29.69,19.19,3.53
Rome,2021,9,5,31.36,19.94,0.7
Rome,2021,9,6,30.37,18.12,1.03
Rome,2021,9,7,30.47,17.74,0
Rome,2021,9,8,30.13,20.27,0.61
Rome,2021,9,9,30.58,17.83,0.05
Rome,2021,9,10,29.65,17.74,0.54
Rome,2021,9,11,31.08,19.33,0.05
Rome,2021,9,12,31.28,17.9,0.02
Rome,2021,9,13,32.27,19.08,0.08
Rome,2021,9,14,29.44,19.26,0
Rome,2021,9,15,30.08,18.62,0.14
Rome,2021,9,16,29.91,20.55,0.46
Rome,2021,9,17,29.09,21,3.01
Rome,2021,9,18,29.54,18.64,0.09
Rome,2021,9,19,28.01,18.65,0.39
Rome,2021,9,20,26.72,18.23,0.02
Rome,2021,9,21,27.91,17.68,0.01
Rome,2021,9,22,28.55,17.89,0
Rome,2021,9,23,27.91,15.23,0
Rome,2021,9,24,28.41,15.08,0.01
Rome,2021,9,25,29.62,17.19,0.03
Rome,2021,9,26,29.08,19.62,0.59
Rome,2021,9,27,28.31,20.08,1.6
Rome,2021,9,28,30.73,18.58,0.09
Rome,2021,9,29,27.77,19.3,0.14
Rome,2021,9,30,30.08,18.16,0.03
Rome,2021,10,1,28.31,18.64,0.02
Rome,2021,10,2,23.39,17.59,0.38
Rome,2021,10,3,26.37,16.55,1.06
Rome,2021,10,4,27.19,17.67,1.31
Rome,2021,10,5,23.43,16.92,8.82
Rome,2021,10,6,21.92,15.94,6.93
Rome,2021,10,7,22.32,12.33,3.75
Rome,2021,10,8,23.66,13.37,1.84
Rome,2021,10,9,23.96,13.4,1.43
Rome,2021,10,10,19.43,9.4,0.89
Rome,2021,10,11,17.5,9.22,1.08
Rome,2021,10,12,20.12,7.9,0.17
Rome,2021,10,13,22.1,9.73,0.94
Rome,2021,10,14,17.99,7.09,0.47
Rome,2021,10,15,19.15,7.05,0.75
Rome,2021,10,16,20.98,6.13,0
Rome,2021,10,17,21.1,11.66,0.01
Rome,2021,10,18,22.24,11.58,0
Rome,2021,10,19,22.95,11.16,0
Rome,2021,10,20,21.58,11.44,0
Rome,2021,10,21,20.26,11.69,0.23
Rome,2021,10,22,20.99,14.87,1.48
Rome,2021,10,23,24.2,13.64,1.17
Rome,2021,10,24,24.1,14.79,1.01
Rome,2021,10,25,21.55,13.85,1.11
Rome,2021,10,26,18.42,14.07,1.64
Rome,2021,10,27,21.25,12.25,0.29
Rome,2021,10,28,22.51,12.59,0
Rome,2021,10,29,21.49,11.76,0
Rome,2021,10,30,22.04,10.07,0
Rome,2021,10,31,18.9,12.45,0.69
Rome,2021,11,1,19.61,12.85,10.66
Rome,2021,11,2,20.4,11.83,0.16
Rome,2021,11,3,17.79,12.18,9.47
Rome,2021,11,4,17.92,12.73,10.66
Rome,2021,11,5,19.01,8.86,0.29
Rome,2021,11,6,19.44,9.94,2.81
Rome,2021,11,7,25.01,14.18,7.91
Rome,2021,11,8,19.83,12.16,4.14
Rome,2021,11,9,20.48,11.58,2.25
Rome,2021,11,10,22.91,13.19,2.57
Rome,2021,11,11,20.49,14.53,5.08
Rome,2021,11,12,19.04,11.79,2.04
Rome,2021,11,13,19.39,9.76,0.39
Rome,2021,11,14,16.56,10.5,12.58
Rome,2021,11,15,19.37,11.15,3.11
Rome,2021,11,16,15.19,11.33,3.52
Rome,2021,11,17,17.37,10.71,0.97
Rome,2021,11,18,19.56,10.12,0.16
Rome,2021,11,19,19.52,8.24,0.01
Rome,2021,11,20,19.56,9.27,0.01
Rome,2021,11,21,16.52,8.29,0.07
Rome,2021,11,22,16.42,10.07,4.38
Rome,2021,11,23,15.5,10.48,6.69
Rome,2021,11,24,18.3,9.23,0.52
Rome,2021,11,25,12.95,9.61,26.27
Rome,2021,11,26,13.41,8.78,5.69
Rome,2021,11,27,14.92,9.73,2.06
Rome,2021,11,28,12.61,7.48,6.23
Rome,2021,11,29,8.43,4.03,5.92
Rome,2021,11,30,10.89,0.25,0
Rome,2021,12,1,12.58,4.05,4.95
Rome,2021,12,2,13.36,9.33,19.47
Rome,2021,12,3,13.63,3.98,0.98
Rome,2021,12,4,11.93,0.8,2.45
Rome,2021,12,5,13.58,8.3,3.77
Rome,2021,12,6,9.03,2.78,1.78
Rome,2021,12,7,10.65,-0.19,0.01
Rome,2021,12,8,13.31,1.83,10.38
Rome,2021,12,9,10.98,5.4,5.61
Rome,2021,12,10,8.55,2.69,14.16
Rome,2021,12,11,8.17,4.41,5.88
Rome,2021,12,12,10.26,1.09,0.45
Rome,2021,12,13,13.62,0.56,0.06
Rome,2021,12,14,15.03,3.37,0.29
Rome,2021,12,15,14.43,2.56,0.53
Rome,2021,12,16,14.16,3.01,0.19
Rome,2021,12,17,14.47,2.15,0.21
Rome,2021,12,18,12.01,2.05,0.51
Rome,2021,12,19,13.38,1.58,0.02
Rome,2021,12,20,11.82,3.4,0.02
Rome,2021,12,21,12.62,3.51,0.05
Rome,2021,12,22,10.76,4.9,3.29
Rome,2021,12,23,12.71,4.26,0.44
Rome,2021,12,24,13.15,6.7,3.31
Rome,2021,12,25,13.77,11.11,13.29
Rome,2021,12,26,13.33,9.55,14.42
Rome,2021,12,27,14.75,7.5,4.67
Rome,2021,12,28,13.91,7.65,0.77
Rome,2021,12,29,15.78,7.98,0.12
Rome,2021,12,30,18.23,7.96,0.02
Rome,2021,12,31,19.42,8.87,0
Rome,2022,1,1,16.71,8.78,0.04
Rome,2022,1,2,12.46,7.61,0.2
Rome,2022,1,3,12.87,5.33,0.22
Rome,2022,1,4,13.51,9.65,0.25
Rome,2022,1,5,15.73,8.04,2.82
Rome,2022,1,6,10.74,4.7,3.44
Rome,2022,1,7,13.3,2.89,0.24
Rome,2022,1,8,9.21,0,0.07
Rome,2022,1,9,7.44,0.16,8.95
Rome,2022,1,10,8.44,2.12,1.69
Rome,2022,1,11,9.9,2.2,0.94
Rome,2022,1,12,10.2,0.26,2.57
Rome,2022,1,13,9.98,-1.99,2.56
Rome,2022,1,14,10.29,-0.74,8.79
Rome,2022,1,15,14.66,4.88,3.61
Rome,2022,1,16,13.64,5.24,0
Rome,2022,1,17,12.55,2,0.02
Rome,2022,1,18,14.26,3.33,0.02
Rome,2022,1,19,12.19,2.62,0.51
Rome,2022,1,20,11.05,6.24,4.87
Rome,2022,1,21,12.62,0.89,1.22
Rome,2022,1,22,10.33,-1.55,0.03
Rome,2022,1,23,11.77,0.73,0.07
Rome,2022,1,24,11.75,0.72,0.66
Rome,2022,1,25,9.94,-1.13,0.39
Rome,2022,1,26,11.12,1.51,0.02
Rome,2022,1,27,11.78,3.55,0.01
Rome,2022,1,28,11.55,2.26,0.47
Rome,2022,1,29,11.85,0.65,0.35
Rome,2022,1,30,12.71,1.09,0.06
Rome,2022,1,31,9.82,4.15,3.76
Rome,2022,2,1,11.83,1.08,0.03
Rome,2022,2,2,13.83,1.43,0
Rome,2022,2,3,13.86,2.75,0
Rome,2022,2,4,13.63,5.66,0.31
Rome,2022,2,5,13.37,5.96,0.16
Rome,2022,2,6,14.65,6.76,0.07
Rome,2022,2,7,13.97,2.58,0.33
Rome,2022,2,8,13.09,1.08,0.07
Rome,2022,2,9,15.24,3.26,0.01
Rome,2022,2,10,16.98,5.55,0
Rome,2022,2,11,14.48,3.99,0.01
Rome,2022,2,12,16.07,3.26,0.09
Rome,2022,2,13,14.46,6.9,1.61
Rome,2022,2,14,12.65,6.76,3.16
Rome,2022,2,15,12.33,7.8,5.72
Rome,2022,2,16,13.05,6.31,0.82
Rome,2022,2,17,14.6,4.09,0.01
Rome,2022,2,18,16.64,7.05,0.05
Rome,2022,2,19,16.37,7.03,0.18
Rome,2022,2,20,17.25,8.47,0.55
Rome,2022,2,21,13.8,8.05,3.14
Rome,2022,2,22,14.22,3.55,0.1
Rome,2022,2,23,17.99,2.19,0.27
Rome,2022,2,24,15.86,4.64,0.03
Rome,2022,2,25,14.74,5.33,0.89
Rome,2022,2,26,7.87,4.49,7.37
Rome,2022,2,27,9.82,2.8,0.79
Rome,2022,2,28,13.48,1.35,0.05
Rome,2022,3,1,9.85,-0.07,0.29
Rome,2022,3,2,12.8,-1.45,0.01
Rome,2022,3,3,12.8,2.1,0
Rome,2022,3,4,12.6,2.98,0.63
Rome,2022,3,5,11.48,1.23,0.43
Rome,2022,3,6,12.14,-0.52,0.18
Rome,2022,3,7,11.02,-0.59,0.15
Rome,2022,3,8,8.62,-1.27,0.37
Rome,2022,3,9,12.75,-1.18,0.09
Rome,2022,3,10,16.26,0.86,0.01
Rome,2022,3,11,13.69,1.73,0.2
Rome,2022,3,12,14.27,3.3,0.03
Rome,2022,3,13,14.37,1.23,0.01
Rome,2022,3,14,17.02,4.47,0.02
Rome,2022,3,15,16.1,5.65,0
Rome,2022,3,16,17.2,4.88,0.01
Rome,2022,3,17,17.9,9.08,0
Rome,2022,3,18,15.75,8.93,0
Rome,2022,3,19,15.79,7.53,0.11
Rome,2022,3,20,15.9,4.1,0.07
Rome,2022,3,21,15.29,1.65,0.04
Rome,2022,3,22,16.71,2.26,0
Rome,2022,3,23,19.65,3.61,0
Rome,2022,3,24,19.9,7,0
Rome,2022,3,25,19.42,6.98,0
Rome,2022,3,26,20.73,7.49,0
Rome,2022,3,27,21.19,10.53,0.03
Rome,2022,3,28,20.01,7.98,0.01
Rome,2022,3,29,17.94,7.61,0.02
Rome,2022,3,30,15.19,8.23,17.17
Rome,2022,3,31,15.19,10.88,10.57
Rome,2022,4,1,14.45,6.8,3.84
Rome,2022,4,2,8.52,5.62,7.51
Rome,2022,4,3,12.24,5.3,3.8
Rome,2022,4,4,13.32,5.06,0.02
Rome,2022,4,5,17.68,3.8,0
Rome,2022,4,6,14.37,5.2,11.39
Rome,2022,4,7,16.73,6.11,0.82
Rome,2022,4,8,18.48,8.42,0.22
Rome,2022,4,9,16.79,8.27,0.42
Rome,2022,4,10,15.53,4.33,0.01
Rome,2022,4,11,16.66,3.11,0
Rome,2022,4,12,18.35,4.62,0
Rome,2022,4,13,20.37,8.76,0
Rome,2022,4,14,23.62,9.35,0
Rome,2022,4,15,23.76,12.37,0
Rome,2022,4,16,25.32,10.47,7.3
Rome,2022,4,17,16.23,6.19,0.01
Rome,2022,4,18,18.79,3.72,0
Rome,2022,4,19,18.09,4.46,0.02
Rome,2022,4,20,20.33,10.29,1.83
Rome,2022,4,21,21.21,11.67,9.33
Rome,2022,4,22,17.16,10.35,6.01
Rome,2022,4,23,20.14,9.26,0.05
Rome,2022,4,24,18.98,10.77,6.9
Rome,2022,4,25,18.73,9.51,1.11
Rome,2022,4,26,20.85,8.8,0.04
Rome,2022,4,27,23.2,10.14,0
Rome,2022,4,28,23.9,9.58,0
Rome,2022,4,29,23.24,9.8,0
Rome,2022,4,30,22.1,9.05,0
Rome,2022,5,1,17.79,9.84,0.15
Rome,2022,5,2,21.4,9.68,0.18
Rome,2022,5,3,20.29,11.2,1.26
Rome,2022,5,4,22.19,11.23,0.26
Rome,2022,5,5,20.59,12.27,1.86
Rome,2022,5,6,23.1,13.79,0.84
Rome,2022,5,7,20.94,10.77,6.51
Rome,2022,5,8,22.66,12.32,1.88
Rome,2022,5,9,22.89,11.3,0.52
Rome,2022,5,10,25.81,14.03,0.14
Rome,2022,5,11,26.51,13.37,0.06
Rome,2022,5,12,27.12,14.89,0.03
Rome,2022,5,13,26.52,14.86,0.06
Rome,2022,5,14,26.21,15.16,0.06
Rome,2022,5,15,26.21,14.7,0.03
Rome,2022,5,16,28.36,15.13,0
Rome,2022,5,17,28.35,17.08,0.06
Rome,2022,5,18,29.8,16.32,0.08
Rome,2022,5,19,28.16,13.94,0
Rome,2022,5,20,28.4,15.47,0
Rome,2022,5,21,27.87,15.33,0.01
Rome,2022,5,22,29.05,14.69,0.01
Rome,2022,5,23,28.2,15.62,0
Rome,2022,5,24,28.08,15.85,0.03
Rome,2022,5,25,30.36,16.19,0.02
Rome,2022,5,26,32.05,19.24,0.4
Rome,2022,5,27,34.25,19.58,19.43
Rome,2022,5,28,30.2,19.82,4.2
Rome,2022,5,29,26.08,18.94,0.93
Rome,2022,5,30,27.93,17.74,0.78
Rome,2022,5,31,27.48,17.05,0.01
Rome,2022,6,1,31.01,16.91,0.01
Rome,2022,6,2,34.65,19.5,0
Rome,2022,6,3,32.3,20.69,0
Rome,2022,6,4,34.11,21.73,0.01
Rome,2022,6,5,32.15,21.73,0.03
Rome,2022,6,6,33.3,19.8,0.04
Rome,2022,6,7,31.07,19.74,0.04
Rome,2022,6,8,29.75,19.66,0.16
Rome,2022,6,9,26.8,17.74,3.25
Rome,2022,6,10,28.14,17.82,0.16
Rome,2022,6,11,31.62,16.78,0
Rome,2022,6,12,31.55,16.94,0
Rome,2022,6,13,33.33,16.26,0
Rome,2022,6,14,32.94,19.82,0
Rome,2022,6,15,33.64,19.73,0
Rome,2022,6,16,33.02,21.76,0
Rome,2022,6,17,33.62,20.3,3.54
Rome,2022,6,18,32.02,18.76,0.06
Rome,2022,6,19,32.17,17.98,0
Rome,2022,6,20,32.12,19.9,0
Rome,2022,6,21,32.26,19.17,2.1
Rome,2022,6,22,32.78,19.79,0
Rome,2022,6,23,31.21,20.44,0.35
Rome,2022,6,24,32.37,20.94,0
Rome,2022,6,25,32.36,21.69,0.14
Rome,2022,6,26,35.44,21.98,0
Rome,2022,6,27,37.26,22.69,0
Rome,2022,6,28,37.32,23.18,0.37
Rome,2022,6,29,33.12,21.08,0.2
Rome,2022,6,30,34.56,21.1,0
Rome,2022,7,1,35.78,20.64,0
Rome,2022,7,2,37.05,22.28,0
Rome,2022,7,3,37.94,25.01,0
Rome,2022,7,4,37.34,23.76,0
Rome,2022,7,5,35.56,23.8,0.04
Rome,2022,7,6,35.86,23.33,0
Rome,2022,7,7,31.37,22.08,0.51
Rome,2022,7,8,30.56,20.79,0.35
Rome,2022,7,9,32.95,18.26,0
Rome,2022,7,10,32.08,16.24,0
Rome,2022,7,11,32.59,19.99,0
Rome,2022,7,12,31.91,20.32,0.03
Rome,2022,7,13,33.65,20.58,0.01
Rome,2022,7,14,33.98,18.98,0
Rome,2022,7,15,35.92,20.9,0
Rome,2022,7,16,35.23,21.58,0
Rome,2022,7,17,36.83,23.32,0
Rome,2022,7,18,37.55,24.88,0
Rome,2022,7,19,36.55,25.23,0.01
Rome,2022,7,20,35.7,23.66,0
Rome,2022,7,21,36.69,24.12,0.03
Rome,2022,7,22,36.5,24.73,0.33
Rome,2022,7,23,35.73,23.94,0.01
Rome,2022,7,24,34.29,23.8,0.25
Rome,2022,7,25,37.37,23.81,0.04
Rome,2022,7,26,34.53,23.55,0.1
Rome,2022,7,27,33.95,23.61,0.25
Rome,2022,7,28,34.3,22.62,0.06
Rome,2022,7,29,34.96,23.12,0.05
Rome,2022,7,30,33.09,22.62,0.37
Rome,2022,7,31,36.4,20.79,0
Rome,2022,8,1,36.8,22.9,0.01
Rome,2022,8,2,36.67,23.46,0
Rome,2022,8,3,35.77,23.76,0.03
Rome,2022,8,4,36.42,24.18,0.06
Rome,2022,8,5,35.87,24.49,0.18
Rome,2022,8,6,37.44,24.8,1.43
Rome,2022,8,7,32.86,25.44,0.84
Rome,2022,8,8,34.05,25.42,0.63
Rome,2022,8,9,30.51,23.87,2.36
Rome,2022,8,10,33.9,21.73,0.54
Rome,2022,8,11,29.43,22.14,1.36
Rome,2022,8,12,32.11,21.15,0.46
Rome,2022,8,13,29.44,20.01,12.1
Rome,2022,8,14,32.71,17.42,0
Rome,2022,8,15,28.88,20.65,1.13
Rome,2022,8,16,31.85,22.28,1.15
Rome,2022,8,17,32.79,21.05,0.08
Rome,2022,8,18,33.51,24.26,0.72
Rome,2022,8,19,27.48,21.44,4.33
Rome,2022,8,20,30.87,19.34,0.84
Rome,2022,8,21,30.97,20.37,0.38
Rome,2022,8,22,32.15,21.15,0.75
Rome,2022,8,23,33.12,20.85,1
Rome,2022,8,24,32.12,19.01,0.08
Rome,2022,8,25,33.13,20.2,0.08
Rome,2022,8,26,33.32,21.1,0.1
Rome,2022,8,27,28.54,22.22,3.05
Rome,2022,8,28,28.42,21.32,2.48
Rome,2022,8,29,30.39,20.57,0.6
Rome,2022,8,30,32.23,20.53,0.36
Rome,2022,8,31,30.62,21.33,1.18
Rome,2022,9,1,27.65,19.77,5.09
Rome,2022,9,2,29.58,17.14,0
Rome,2022,9,3,27.21,19.16,0.23
Rome,2022,9,4,28.62,20.44,2.52
Rome,2022,9,5,32.32,19.69,0
Rome,2022,9,6,32,20.5,0.03
Rome,2022,9,7,30.91,20.51,0.89
Rome,2022,9,8,29.43,21.98,4.75
Rome,2022,9,9,31.27,21.38,2.91
Rome,2022,9,10,29.14,20.26,0.59
Rome,2022,9,11,30.35,18.37,0
Rome,2022,9,12,30.15,16.81,0
Rome,2022,9,13,30.87,17.25,0
Rome,2022,9,14,29.98,19.15,0.1
Rome,2022,9,15,26.57,21.7,7.53
Rome,2022,9,16,29.22,21.9,3.03
Rome,2022,9,17,26.66,12.42,2.4
Rome,2022,9,18,25.93,10.64,0
Rome,2022,9,19,25.98,13.53,0.17
Rome,2022,9,20,25.86,16.09,0.31
Rome,2022,9,21,26.35,14.48,0.08
Rome,2022,9,22,23.8,12.42,0
Rome,2022,9,23,24.08,10.47,0
Rome,2022,9,24,22.91,12.85,0.27
Rome,2022,9,25,21.4,17.51,21.49
Rome,2022,9,26,22.67,16.19,4.12
Rome,2022,9,27,23.35,15.14,0.68
Rome,2022,9,28,22.34,16.51,1.93
Rome,2022,9,29,21.41,16.09,9.44
Rome,2022,9,30,23.23,15.76,9.9
Rome,2022,10,1,22.64,15.97,2.09
Rome,2022,10,2,25.37,13.89,0.35
Rome,2022,10,3,27.7,17.01,0.73
Rome,2022,10,4,26.62,14.9,0.01
Rome,2022,10,5,26.96,14.63,0
Rome,2022,10,6,27.45,14.48,0
Rome,2022,10,7,22.45,16.23,0.02
Rome,2022,10,8,24.62,15.83,0.16
Rome,2022,10,9,24.46,15.19,0.06
Rome,2022,10,10,24.4,15.28,0.02
Rome,2022,10,11,25.81,14.69,0.16
Rome,2022,10,12,23.32,15.72,1.1
Rome,2022,10,13,21.97,13.61,3.09
Rome,2022,10,14,24.83,11.73,0
Rome,2022,10,15,25.05,12.76,0
Rome,2022,10,16,25.2,14.03,0
Rome,2022,10,17,26.41,14.59,0
Rome,2022,10,18,27.12,14.81,0
Rome,2022,10,19,27.5,15.13,0
Rome,2022,10,20,26.12,14.05,0
Rome,2022,10,21,22.18,13.48,0.03
Rome,2022,10,22,23.28,16.85,0.35
Rome,2022,10,23,23.95,15.42,0.09
Rome,2022,10,24,23.84,14.04,0.13
Rome,2022,10,25,24.54,14.81,0.2
Rome,2022,10,26,25.26,15.01,0.04
Rome,2022,10,27,24.03,16.92,0
Rome,2022,10,28,26.31,15.73,0
Rome,2022,10,29,26.6,14.76,0
Rome,2022,10,30,25.7,14.56,0
Rome,2022,10,31,26.52,14.18,0
Rome,2022,11,1,24.81,15.2,0
Rome,2022,11,2,23.19,14.01,0
Rome,2022,11,3,21.49,11.89,0.29
Rome,2022,11,4,21.48,13.26,5.37
Rome,2022,11,5,17.38,11.31,2.46
Rome,2022,11,6,20.74,9.26,0
Rome,2022,11,7,20.73,8.44,0
Rome,2022,11,8,21.02,9.78,0
Rome,2022,11,9,19.97,9.47,0.03
Rome,2022,11,10,20.35,12.41,0.28
Rome,2022,11,11,22.21,10.97,0.01
Rome,2022,11,12,18.74,9.01,0
Rome,2022,11,13,16.88,8.58,0.5
Rome,2022,11,14,16.42,10.54,15.77
Rome,2022,11,15,16.57,8.22,2.27
Rome,2022,11,16,18.3,13.29,18.91
Rome,2022,11,17,18.37,11.65,0.74
Rome,2022,11,18,-999,-999,-999
Rome,2022,11,19,-999,-999,-999
Rome,2022,11,20,-999,-999,-999
Rome,2022,11,21,15.87,4.13,2.21
Rome,2022,11,22,14.66,7.73,44.8
Rome,2022,11,23,15.15,4.26,0.01
Rome,2022,11,24,16.94,7.85,0.2
Rome,2022,11,25,15.25,7.06,10.19
Rome,2022,11,26,10.44,6.15,51.46
Rome,2022,11,27,15.57,4.91,0.01
Rome,2022,11,28,11.45,4.87,0.66
Rome,2022,11,29,14.44,6.45,0.05
Rome,2022,11,30,14.03,4.26,0.01
Rome,2022,12,1,13.84,3.01,0.1
Rome,2022,12,2,12.91,7.23,6.74
Rome,2022,12,3,13.74,9.39,8.57
Rome,2022,12,4,14.99,9.77,5.7
Rome,2022,12,5,16.46,9.86,2.52
Rome,2022,12,6,16.04,8.6,0.01
Rome,2022,12,7,16.44,8.76,0.81
Rome,2022,12,8,14.98,9.13,1.28
Rome,2022,12,9,16.28,12.19,16.08
Rome,2022,12,10,15.65,10.23,32.07
Rome,2022,12,11,12.95,5.01,1.71
